City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Petropavlovsk-Kamchatskiy,RU,2021-02-03 20:03:44,53.0452,158.6483,17.6,79,75,6.71
294,Girau Do Ponciano,BR,2021-02-03 20:04:05,-9.8842,-36.8289,84.02,57,69,16.89
295,Keetmanshoop,NA,2021-02-03 20:04:05,-26.5833,18.1333,87.17,19,0,15.17
296,Bethel,US,2021-02-03 20:04:05,41.3712,-73.414,34.0,60,90,10.36
297,Ahome,MX,2021-02-03 20:04:05,25.9167,-109.1833,80.6,32,75,9.22
298,Sakakah,SA,2021-02-03 20:04:05,29.9697,40.2064,60.8,41,0,10.36
299,Vestmannaeyjar,IS,2021-02-03 20:04:05,63.4427,-20.2734,38.8,74,100,34.99
300,Dunedin,NZ,2021-02-03 20:04:05,-45.8742,170.5036,55.0,65,95,6.51
301,Ambulu,ID,2021-02-03 20:04:05,-8.345,113.6058,76.64,88,100,2.59
302,Hamilton,US,2021-02-03 20:01:49,39.1834,-84.5333,36.0,64,20,10.36
303,Voskresenskoye,RU,2021-02-03 20:04:06,56.8381,45.4317,18.48,97,100,8.5
304,Hasaki,JP,2021-02-03 20:04:06,35.7333,140.8333,33.8,60,40,4.61
305,Amurzet,RU,2021-02-03 20:04:06,47.6967,131.0981,-18.92,82,0,6.69
306,Flin Flon,CA,2021-02-03 20:00:05,54.7682,-101.865,10.4,85,90,11.5
307,Maymyo,MM,2021-02-03 20:04:06,22.0333,96.4667,54.68,41,0,2.98
308,Andros,GR,2021-02-03 20:04:06,37.8333,24.9333,55.99,88,0,3.44
309,Polevskoy,RU,2021-02-03 20:04:06,56.4422,60.1878,3.2,92,98,2.73
310,Isangel,VU,2021-02-03 20:04:06,-19.55,169.2667,80.6,78,75,6.91
311,Ilulissat,GL,2021-02-03 20:04:07,69.2167,-51.1,-7.6,49,20,4.61
312,Talaya,RU,2021-02-03 20:04:07,61.3833,152.75,-23.33,83,100,8.16
313,Tiznit,MA,2021-02-03 20:04:07,29.5833,-9.5,66.36,53,0,2.39
314,San Borja,BO,2021-02-03 20:04:07,-14.8167,-66.85,83.64,80,99,4.14
315,Dubbo,AU,2021-02-03 20:04:07,-32.25,148.6167,62.6,88,24,11.5
316,Den Helder,NL,2021-02-03 20:04:08,52.9599,4.7593,44.01,100,90,8.05
317,Bathsheba,BB,2021-02-03 20:04:08,13.2167,-59.5167,82.4,61,40,24.16
318,Padang,ID,2021-02-03 20:04:08,-0.9492,100.3543,75.2,94,40,2.3
319,Coihaique,CL,2021-02-03 20:04:08,-45.5752,-72.0662,87.8,27,0,5.75
320,Gol,NO,2021-02-03 20:04:08,60.7014,8.9457,7.0,88,98,2.42
321,Tilichiki,RU,2021-02-03 20:04:08,60.4667,166.1,22.57,96,99,34.11
322,Ndago,TZ,2021-02-03 20:04:08,-4.6,34.35,65.61,83,99,4.21
323,Vila Velha,BR,2021-02-03 20:02:42,-20.3297,-40.2925,86.0,58,20,19.57
324,Bairiki,KI,2021-02-03 20:04:08,1.3292,172.9752,80.6,83,20,10.36
325,Khandyga,RU,2021-02-03 20:04:08,62.6667,135.6,-54.44,66,41,0.63
326,Angoche,MZ,2021-02-03 20:04:08,-16.2325,39.9086,80.56,80,92,2.39
327,Flinders,AU,2021-02-03 20:04:09,-34.5833,150.8552,64.0,88,15,1.14
328,Kautokeino,NO,2021-02-03 20:04:09,69.0125,23.0412,15.85,94,99,14.81
329,Santa Rosa,PH,2021-02-03 20:04:09,14.3122,121.1114,78.01,78,20,3.44
330,Anadyr,RU,2021-02-03 20:04:09,64.75,177.4833,3.2,78,40,35.79
331,Hovd,MN,2021-02-03 20:04:09,48.0056,91.6419,12.51,84,100,2.86
332,Lompoc,US,2021-02-03 20:04:09,34.6391,-120.4579,62.6,59,1,14.97
333,Coquimbo,CL,2021-02-03 20:02:13,-29.9533,-71.3436,66.2,68,0,16.11
334,Vila Franca Do Campo,PT,2021-02-03 20:02:41,37.7167,-25.4333,53.6,66,20,13.8
335,Dillon,US,2021-02-03 20:04:09,34.4166,-79.3712,53.01,23,1,10.36
336,Bonavista,CA,2021-02-03 20:04:09,48.6499,-53.1147,37.0,100,100,3.44
337,Yar-Sale,RU,2021-02-03 20:04:09,66.8333,70.8333,-1.32,93,95,8.77
338,Nishihara,JP,2021-02-03 20:04:10,26.1842,127.7558,59.0,58,20,3.44
339,Victor Harbor,AU,2021-02-03 20:04:10,-35.5667,138.6167,73.0,58,100,4.97
340,Salatrucel,RO,2021-02-03 20:04:10,45.25,24.3833,37.4,93,0,2.3
341,Pula,HR,2021-02-03 20:00:14,44.8683,13.8481,55.4,82,90,4.61
342,Kudirkos Naumiestis,LT,2021-02-03 20:04:10,54.7731,22.8631,24.64,96,100,7.78
343,Santa Isabel Do Rio Negro,BR,2021-02-03 20:04:10,-0.4139,-65.0192,84.24,76,100,4.25
344,Harper,LR,2021-02-03 20:04:10,4.375,-7.7169,78.93,87,17,7.36
345,Rawson,AR,2021-02-03 20:04:10,-43.3002,-65.1023,89.24,18,95,12.06
346,Jaguaruna,BR,2021-02-03 20:04:10,-28.615,-49.0256,81.97,79,100,12.82
347,Rundu,NA,2021-02-03 20:04:10,-17.9333,19.7667,73.0,68,100,2.06
348,North Bend,US,2021-02-03 20:04:10,43.4065,-124.2243,46.99,87,75,8.05
349,Shu,KZ,2021-02-03 20:04:10,43.5983,73.7614,30.0,87,72,5.01
350,Huanren,CN,2021-02-03 20:04:11,41.2647,125.3667,-1.16,86,0,1.21
351,Honiara,SB,2021-02-03 20:04:11,-9.4333,159.95,77.59,86,100,8.23
352,Carballo,ES,2021-02-03 20:04:11,43.213,-8.691,52.0,83,52,5.99
353,Bubaque,GW,2021-02-03 20:04:11,11.2833,-15.8333,78.31,64,91,14.27
354,Cayenne,GF,2021-02-03 20:04:11,4.9333,-52.3333,82.4,83,75,13.8
355,Gillette,US,2021-02-03 20:00:47,44.2911,-105.5022,33.8,86,90,17.27
356,Alghero,IT,2021-02-03 20:04:11,40.5589,8.3181,57.2,82,0,9.22
357,Machala,EC,2021-02-03 20:04:11,-3.2667,-79.9667,86.0,54,75,8.05
358,Bukama,CD,2021-02-03 20:04:11,-9.2,25.85,70.61,91,47,3.94
359,Beloha,MG,2021-02-03 20:04:11,-25.1667,45.05,78.66,66,0,12.95
360,Bull Savanna,JM,2021-02-03 20:04:12,17.8868,-77.5902,76.82,62,42,2.89
361,Nanortalik,GL,2021-02-03 20:04:12,60.1432,-45.2371,17.47,80,0,15.43
362,Morant Bay,JM,2021-02-03 20:04:12,17.8815,-76.4093,84.2,54,20,12.66
363,Kalmunai,LK,2021-02-03 20:04:12,7.4167,81.8167,75.99,81,92,10.33
364,Kupang,ID,2021-02-03 20:04:12,-10.1667,123.5833,77.83,86,100,16.51
365,Chifeng,CN,2021-02-03 20:04:12,42.2683,118.9636,2.84,84,0,3.6
366,Eregli,TR,2021-02-03 20:04:12,37.5133,34.0467,43.3,70,0,0.54
367,Takoradi,GH,2021-02-03 20:04:12,4.8845,-1.7554,80.89,81,55,9.91
368,Airai,TL,2021-02-03 20:04:12,-8.9266,125.4092,61.29,100,98,4.5
369,Terrace Bay,CA,2021-02-03 20:04:12,48.7834,-87.1,30.2,64,40,4.61
370,Isla Vista,US,2021-02-03 20:04:13,34.4133,-119.861,66.99,55,1,6.91
371,Sambava,MG,2021-02-03 20:04:13,-14.2667,50.1667,80.01,81,100,8.34
372,Dingle,PH,2021-02-03 20:04:13,10.9995,122.6711,73.98,92,81,7.76
373,Puerto Del Rosario,ES,2021-02-03 20:04:13,28.5004,-13.8627,66.2,68,0,13.8
374,Areia Branca,BR,2021-02-03 20:04:13,-4.9561,-37.1369,93.2,46,20,25.32
375,Saskylakh,RU,2021-02-03 20:04:13,71.9167,114.0833,-22.9,84,98,13.49
376,Newport,GB,2021-02-03 20:04:13,51.5877,-2.9984,45.0,93,2,9.95
377,Chunoyar,RU,2021-02-03 20:04:13,57.4467,97.3217,16.86,94,100,13.06
378,Pingliang,CN,2021-02-03 20:00:13,35.5392,106.6861,31.37,71,100,2.1
379,Port Macquarie,AU,2021-02-03 20:04:13,-31.4333,152.9167,63.0,100,3,4.45
380,Poronaysk,RU,2021-02-03 20:04:14,49.2167,143.1167,-26.97,82,18,2.89
381,Fare,PF,2021-02-03 20:04:14,-16.7,-151.0167,81.12,71,0,9.64
382,Ugoofaaru,MV,2021-02-03 20:04:14,5.6667,73.0,81.28,74,54,11.72
383,Ostrovnoy,RU,2021-02-03 20:04:14,68.0531,39.5131,16.39,95,100,15.75
384,Chokurdakh,RU,2021-02-03 20:04:14,70.6333,147.9167,0.66,93,100,10.78
385,Chabahar,IR,2021-02-03 20:04:14,25.2919,60.643,68.09,69,0,4.0
386,Nizhniy Kuranakh,RU,2021-02-03 20:04:14,58.8353,125.4869,-23.66,82,100,5.08
387,Ceres,US,2021-02-03 20:04:14,37.5949,-120.9577,53.6,58,75,11.5
388,Hessisch Lichtenau,DE,2021-02-03 20:04:14,51.2,9.7167,48.99,91,99,1.01
389,Tombouctou,ML,2021-02-03 20:04:15,20.0,-3.0,70.57,20,14,3.89
390,Gilgit,PK,2021-02-03 20:02:49,35.9221,74.3087,31.44,68,26,3.8
391,Garden City,US,2021-02-03 20:04:00,42.3256,-83.331,39.2,41,1,6.91
392,Lagoa,PT,2021-02-03 20:04:15,39.05,-27.9833,54.18,66,10,32.57
393,Borovskoy,KZ,2021-02-03 20:04:15,53.8,64.15,11.05,93,100,3.8
394,Abtenau,AT,2021-02-03 20:04:15,47.5637,13.346,48.2,81,75,3.44
395,Arriana,GR,2021-02-03 20:04:15,41.0833,25.7,54.0,93,5,1.01
396,Denpasar,ID,2021-02-03 20:04:15,-8.65,115.2167,78.8,89,75,8.05
397,Villarrica,PY,2021-02-03 20:04:15,-25.75,-56.4333,83.79,89,100,4.83
398,Maniitsoq,GL,2021-02-03 20:04:15,65.4167,-52.9,2.21,75,99,7.18
399,Kununurra,AU,2021-02-03 20:04:16,-15.7667,128.7333,80.6,100,90,4.21
400,Lamar,US,2021-02-03 20:04:16,33.6668,-95.5836,63.0,55,1,13.8
401,Awassa,ET,2021-02-03 20:04:16,7.05,38.4667,62.47,31,0,6.64
402,Acapulco,MX,2021-02-03 20:01:00,16.8634,-99.8901,84.2,74,1,6.91
403,Usogorsk,RU,2021-02-03 20:04:16,63.4106,48.6872,1.51,93,100,2.35
404,Rio Gallegos,AR,2021-02-03 20:03:59,-51.6226,-69.2181,80.6,34,40,25.32
405,Cockburn Town,TC,2021-02-03 20:04:16,21.4612,-71.1419,72.63,62,82,8.95
406,Tinde,TZ,2021-02-03 20:04:16,-3.8833,33.2,68.86,82,96,5.08
407,Klaksvik,FO,2021-02-03 20:04:16,62.2266,-6.589,30.2,74,22,3.44
408,Monrovia,LR,2021-02-03 20:04:16,6.3005,-10.7969,80.6,89,75,7.81
409,Knyaze-Volkonskoye,RU,2021-02-03 20:04:17,48.4642,135.4567,-16.6,52,0,15.66
410,Guatire,VE,2021-02-03 20:04:17,10.4762,-66.5427,82.4,74,40,4.47
411,Saldanha,ZA,2021-02-03 20:04:17,-33.0117,17.9442,68.0,77,0,16.11
412,Preobrazheniye,RU,2021-02-03 20:04:17,42.9019,133.9064,1.15,85,0,9.89
413,Paamiut,GL,2021-02-03 20:04:17,61.994,-49.6678,8.87,75,0,6.96
414,Alofi,NU,2021-02-03 20:04:17,-19.0595,-169.9187,77.0,100,90,6.91
415,Sokolo,ML,2021-02-03 20:04:17,14.7328,-6.1219,74.89,14,4,6.35
416,Jurm,AF,2021-02-03 20:01:27,36.8648,70.8342,25.0,69,0,5.64
417,Clyde River,CA,2021-02-03 20:04:17,70.4692,-68.5914,-22.0,76,75,3.44
418,Zeya,RU,2021-02-03 20:04:17,53.75,127.2667,-29.02,77,0,2.1
419,Nombre De Dios,MX,2021-02-03 20:04:18,23.85,-104.2333,78.8,15,40,4.61
420,Ciudad Bolivar,VE,2021-02-03 20:04:18,8.1222,-63.5497,93.2,43,84,9.04
421,Morvi,IN,2021-02-03 20:04:18,22.8167,70.8333,62.8,58,0,6.04
422,Sovetskiy,RU,2021-02-03 20:04:18,61.3614,63.5842,7.47,94,2,7.16
423,Zhenhai,CN,2021-02-03 20:04:18,24.2582,118.0905,55.4,82,0,2.24
424,Bambous Virieux,MU,2021-02-03 20:04:18,-20.3428,57.7575,79.0,89,75,4.61
425,Praia Da Vitoria,PT,2021-02-03 20:04:18,38.7333,-27.0667,53.6,71,40,28.34
426,Lata,PT,2021-02-03 20:04:18,40.1629,-8.3327,57.0,93,97,1.01
427,Chernyy Yar,RU,2021-02-03 20:04:18,48.0624,46.1091,44.29,94,100,7.31
428,Wakuya,JP,2021-02-03 20:04:18,38.5333,141.1333,21.97,93,38,2.89
429,Rexburg,US,2021-02-03 20:04:19,43.826,-111.7897,30.0,86,90,11.5
430,Norden,DE,2021-02-03 20:04:19,53.6,7.2,33.01,90,100,7.0
431,Cerritos,US,2021-02-03 20:00:29,33.8583,-118.0648,64.0,82,1,4.61
432,Ambilobe,MG,2021-02-03 20:04:19,-13.2,49.05,76.28,88,74,1.81
433,Dafeng,CN,2021-02-03 20:04:19,23.4517,108.5881,63.0,74,10,3.71
434,Iralaya,HN,2021-02-03 20:04:19,15.0,-83.2333,80.6,63,75,5.75
435,Aksarka,RU,2021-02-03 20:04:20,66.5606,67.7975,-4.38,92,71,8.68
436,Mayumba,GA,2021-02-03 20:04:20,-3.432,10.6554,80.15,86,100,5.5
437,Carnduff,CA,2021-02-03 20:04:20,49.1667,-101.8009,18.0,88,100,8.01
438,Puerto Leguizamo,CO,2021-02-03 20:04:20,-0.1934,-74.7819,91.02,50,99,1.34
439,Meulaboh,ID,2021-02-03 20:04:20,4.1363,96.1285,77.27,87,87,4.21
440,Yumen,CN,2021-02-03 20:04:20,40.2833,97.2,25.61,71,4,14.41
441,Sao Felix Do Xingu,BR,2021-02-03 20:04:21,-6.6447,-51.995,85.91,70,93,2.24
442,Broken Hill,AU,2021-02-03 20:04:21,-31.95,141.4333,71.6,28,100,8.05
443,Marsa Matruh,EG,2021-02-03 20:04:21,31.3525,27.2453,60.8,88,0,11.5
444,Hualmay,PE,2021-02-03 20:04:21,-11.0964,-77.6139,75.25,64,15,9.37
445,Todos Santos,MX,2021-02-03 20:04:22,23.45,-110.2167,73.99,68,45,5.01
446,Mecca,SA,2021-02-03 20:04:22,21.4267,39.8261,77.23,70,0,3.94
447,Manadhoo,MV,2021-02-03 20:04:22,5.7667,73.3833,81.34,73,86,11.14
448,Cervo,ES,2021-02-03 20:04:22,43.6702,-7.4101,54.0,72,82,1.99
449,Iwanai,JP,2021-02-03 20:04:22,42.9744,140.5089,16.29,91,98,14.25
450,Santa Maria,BR,2021-02-03 20:04:22,-29.6842,-53.8069,75.2,94,90,6.91
451,Tautira,PF,2021-02-03 20:04:22,-17.7333,-149.15,84.2,70,20,3.44
452,Portland,US,2021-02-03 20:03:45,45.5234,-122.6762,43.0,75,90,4.47
453,Madang,PG,2021-02-03 20:04:22,-5.2246,145.7966,76.68,89,98,8.95
454,Zhanaozen,KZ,2021-02-03 20:04:23,43.3,52.8,42.53,67,63,5.14
455,Callaway,US,2021-02-03 20:04:23,30.153,-85.5699,61.0,20,0,3.0
456,Udachnyy,RU,2021-02-03 20:01:25,66.4167,112.4,-23.69,84,100,3.94
457,Ixtapa,MX,2021-02-03 20:04:23,20.7,-105.2,73.4,83,1,8.05
458,Asfi,MA,2021-02-03 20:04:23,32.2994,-9.2372,57.83,84,48,1.97
459,Paita,PE,2021-02-03 20:04:23,-5.0892,-81.1144,82.4,61,40,11.5
460,Port Augusta,AU,2021-02-03 20:04:23,-32.5,137.7667,71.01,68,90,5.75
461,Caernarfon,GB,2021-02-03 20:04:23,53.1413,-4.2702,46.4,81,75,12.66
462,Inverbervie,GB,2021-02-03 20:04:24,56.8446,-2.28,37.4,70,40,10.36
463,Rusera,IN,2021-02-03 20:04:24,25.75,86.0333,54.05,64,0,4.38
464,Paveh,IR,2021-02-03 20:04:24,35.0434,46.3565,40.89,61,2,2.35
465,Nouakchott,MR,2021-02-03 20:04:24,18.0858,-15.9785,73.4,40,0,11.5
466,Sabha,LY,2021-02-03 20:04:24,27.0377,14.4283,55.56,41,0,6.82
467,Gorin,RU,2021-02-03 20:04:24,51.1983,136.6669,-27.65,83,96,3.4
468,Swan River,CA,2021-02-03 20:04:24,52.1058,-101.2676,23.0,93,100,8.05
469,Havelock,US,2021-02-03 20:04:24,34.8791,-76.9013,50.0,29,20,20.71
470,Susanville,US,2021-02-03 20:02:35,40.4163,-120.653,39.2,60,90,10.36
471,Thunder Bay,CA,2021-02-03 20:04:25,48.4001,-89.3168,33.01,69,75,10.36
472,Kenai,US,2021-02-03 20:04:25,60.5544,-151.2583,14.0,85,90,3.44
473,Pskov,RU,2021-02-03 20:04:25,57.8136,28.3496,21.2,93,90,6.71
474,Samarai,PG,2021-02-03 20:04:25,-10.6167,150.6667,80.89,78,100,7.87
475,Oktyabrskiy,RU,2021-02-03 20:04:25,54.4815,53.471,15.6,93,93,3.4
476,Fortuna,US,2021-02-03 20:01:18,40.5982,-124.1573,51.01,76,20,11.5
477,San Jeronimo,PE,2021-02-03 20:04:25,-11.9472,-75.2829,59.14,59,90,10.58
478,Sapa,PH,2021-02-03 20:04:25,5.1544,120.3241,79.83,83,1,6.22
479,Diamantino,BR,2021-02-03 20:04:25,-14.4086,-56.4461,89.8,58,83,3.24
480,Aklavik,CA,2021-02-03 20:04:25,68.2191,-135.0107,-41.8,74,1,3.44
481,Santa Teresa,VE,2021-02-03 20:02:09,10.2341,-66.6631,84.2,70,20,4.94
482,Del Rio,US,2021-02-03 20:04:26,29.3627,-100.8968,75.2,31,1,10.36
483,Zhigansk,RU,2021-02-03 20:04:26,66.7697,123.3711,-37.19,80,96,12.24
484,Inhambane,MZ,2021-02-03 20:04:26,-23.865,35.3833,82.4,94,75,2.3
485,Sinnamary,GF,2021-02-03 20:04:26,5.3833,-52.95,79.34,82,100,17.22
486,Mount Gambier,AU,2021-02-03 20:04:26,-37.8333,140.7667,57.2,88,98,8.05
487,Thinadhoo,MV,2021-02-03 20:04:26,0.5333,72.9333,82.62,74,62,7.29
488,Turukhansk,RU,2021-02-03 20:04:26,65.8167,87.9833,-6.77,91,98,5.26
489,Oktyabrskoye,RU,2021-02-03 20:04:26,43.0645,44.7417,33.8,80,100,4.47
490,Benguela,AO,2021-02-03 20:04:27,-12.5763,13.4055,76.01,80,37,5.99
491,Agua Verde,MX,2021-02-03 20:04:27,22.9,-106.05,78.8,57,40,8.05
492,Labrea,BR,2021-02-03 20:04:27,-7.2586,-64.7981,85.53,72,97,3.31
493,Sobolevo,RU,2021-02-03 20:04:27,54.4299,31.8996,30.25,99,100,6.78
494,Bambanglipuro,ID,2021-02-03 20:04:27,-7.95,110.2833,77.0,85,100,4.74
495,Brighton,GB,2021-02-03 20:03:35,50.8284,-0.1395,43.0,93,20,5.75
496,Hami,CN,2021-02-03 20:04:27,42.8,93.45,24.55,83,19,2.01
497,Brae,GB,2021-02-03 20:04:27,60.3964,-1.353,35.6,60,75,12.66
498,Alta Floresta,BR,2021-02-03 19:59:54,-9.8756,-56.0861,89.6,58,40,3.44
499,Grand Gaube,MU,2021-02-03 20:04:28,-20.0064,57.6608,79.0,81,5,3.0
500,Noumea,NC,2021-02-03 20:02:15,-22.2763,166.4572,78.01,99,99,9.13
501,Elbistan,TR,2021-02-03 20:04:28,38.2059,37.1983,34.12,91,100,1.9
502,Pascagoula,US,2021-02-03 20:04:28,30.3658,-88.5561,62.6,23,1,4.27
503,Bac Lieu,VN,2021-02-03 20:04:28,9.285,105.7244,75.09,79,97,15.28
504,Keti Bandar,PK,2021-02-03 20:04:28,24.1447,67.4497,69.08,82,0,13.33
505,Broome,US,2021-02-03 20:03:53,42.2506,-75.833,27.0,86,90,14.97
506,Comarapa,BO,2021-02-03 20:04:28,-17.9,-64.4833,72.61,63,47,6.78
507,Richards Bay,ZA,2021-02-03 20:04:28,-28.783,32.0377,75.27,94,100,4.23
508,Carbonia,IT,2021-02-03 20:04:28,39.1672,8.5222,55.4,100,0,5.75
509,Porto Santo,PT,2021-02-03 20:04:29,33.072,-16.3415,60.8,63,40,11.5
510,Kirakira,SB,2021-02-03 20:04:29,-10.4544,161.9205,79.12,88,100,16.24
511,San Carlos De Bariloche,AR,2021-02-03 20:02:45,-41.1456,-71.3082,86.0,12,20,8.05
512,Santa Fe,AR,2021-02-03 20:03:12,-31.6333,-60.7,84.99,52,45,5.99
513,Carlyle,US,2021-02-03 20:00:08,38.6103,-89.3726,41.0,72,86,3.0
514,Kalemie,CD,2021-02-03 20:04:29,-5.9475,29.1947,72.03,77,99,2.01
515,Waddan,LY,2021-02-03 20:04:29,29.1614,16.139,53.01,70,0,6.8
516,Kwidzyn,PL,2021-02-03 20:04:29,53.7249,18.9311,32.0,90,100,1.01
517,Vanimo,PG,2021-02-03 20:04:30,-2.6741,141.3028,76.89,87,100,7.94
518,Kabelvag,NO,2021-02-03 20:04:30,68.2114,14.4817,24.8,80,0,10.36
519,Tadine,NC,2021-02-03 20:04:30,-21.55,167.8833,78.87,84,63,17.67
520,Bielsk Podlaski,PL,2021-02-03 20:04:30,52.7651,23.1865,35.01,88,100,1.01
521,Orahovac,XK,2021-02-03 20:04:30,42.3994,20.6547,39.2,81,0,1.14
522,Apache Junction,US,2021-02-03 20:04:30,33.4151,-111.5496,77.0,29,75,5.75
523,Norsup,VU,2021-02-03 20:04:30,-16.0667,167.3833,80.37,77,100,6.29
524,Sandpoint,US,2021-02-03 20:04:30,48.2766,-116.5533,39.0,81,75,6.91
525,Leningradskiy,RU,2021-02-03 20:04:30,69.3833,178.4167,-23.78,84,74,11.52
526,Babati,TZ,2021-02-03 20:04:31,-4.2167,35.75,65.19,89,69,1.28
527,Ternate,ID,2021-02-03 20:04:31,0.8,127.4,79.54,82,84,6.26
528,Palmas,BR,2021-02-03 20:02:36,-10.2128,-48.3603,77.0,88,75,6.91
529,Port Blair,IN,2021-02-03 20:01:11,11.6667,92.75,76.3,77,100,9.66
530,Luganville,VU,2021-02-03 20:04:31,-15.5333,167.1667,79.02,80,100,3.51
531,Port Hardy,CA,2021-02-03 20:04:31,50.6996,-127.4199,41.0,87,75,2.3
532,Linjiang,CN,2021-02-03 20:04:31,41.8069,126.9078,-5.12,85,15,4.36
533,Tual,ID,2021-02-03 20:04:31,-5.6667,132.75,83.28,76,100,15.97
534,Mandera,KE,2021-02-03 20:04:31,3.9366,41.867,77.97,23,9,4.94
535,Mitsamiouli,KM,2021-02-03 20:04:31,-11.3847,43.2844,83.23,69,97,4.7
536,Arica,CL,2021-02-03 20:02:31,-18.475,-70.3042,71.6,64,0,18.41
537,Tumut,AU,2021-02-03 20:04:32,-35.3,148.2167,64.4,77,2,6.91
538,Inirida,CO,2021-02-03 20:04:32,3.8653,-67.9239,88.88,58,85,2.39
539,Bereda,ES,2021-02-03 20:04:32,43.2686,-7.5406,48.99,91,95,14.0
540,Cabra,ES,2021-02-03 20:04:32,37.4725,-4.4421,57.2,82,75,2.3
541,Berlevag,NO,2021-02-03 20:04:32,70.8578,29.0864,30.2,86,75,27.63
542,Croix,FR,2021-02-03 20:02:19,50.6785,3.1493,46.99,93,75,16.11
543,Biak,ID,2021-02-03 20:04:32,-0.9131,122.8766,77.07,79,100,4.23
544,De Aar,ZA,2021-02-03 20:04:33,-30.6497,24.0123,68.67,69,0,18.52
545,Durango,MX,2021-02-03 20:02:34,24.8333,-104.8333,76.24,18,0,6.82
546,Ubata,BR,2021-02-03 20:04:33,-14.2139,-39.5228,77.27,92,100,3.91
547,Santa Cruz De Tenerife,ES,2021-02-03 20:04:24,28.4682,-16.2546,64.0,94,75,13.8
548,Codrington,AU,2021-02-03 20:04:33,-38.2667,141.9667,57.4,75,99,9.75
549,Jalu,LY,2021-02-03 20:04:33,29.0331,21.5482,58.17,71,0,11.14
550,Beyneu,KZ,2021-02-03 20:04:33,45.3167,55.2,42.57,73,44,9.06
551,Lazdijai,LT,2021-02-03 20:04:33,54.2333,23.5167,24.58,97,100,9.95
552,Pitimbu,BR,2021-02-03 20:04:33,-7.4706,-34.8086,84.2,65,20,14.97
553,Bay Roberts,CA,2021-02-03 20:04:33,47.5999,-53.2648,44.01,100,90,26.46
554,Chardara,KZ,2021-02-03 20:04:34,41.2547,67.9692,45.5,76,0,2.84
555,Palmetto,US,2021-02-03 20:02:37,27.5214,-82.5723,62.01,41,1,17.27
556,Chincha Alta,PE,2021-02-03 20:04:34,-13.4099,-76.1323,77.0,69,0,5.75
557,Howard Springs,AU,2021-02-03 20:04:34,-12.497,131.047,80.6,89,40,8.05
558,Sakaiminato,JP,2021-02-03 20:04:34,35.55,133.2333,32.0,80,75,6.91
559,Santa Cruz,BO,2021-02-03 19:59:47,-17.8,-63.1667,87.8,58,75,16.11
560,Gopalpur,IN,2021-02-03 20:00:15,19.2667,84.9167,65.93,66,0,4.47
561,Semey,KZ,2021-02-03 20:04:34,50.4111,80.2275,33.44,91,100,14.81
562,Hailar,CN,2021-02-03 20:04:34,49.2,119.7,-16.92,85,95,5.93
563,Birjand,IR,2021-02-03 20:04:34,32.8663,59.2211,35.6,21,0,6.91
564,Buchanan,LR,2021-02-03 20:04:34,5.8808,-10.0467,80.6,89,75,6.67
565,Okhotsk,RU,2021-02-03 20:04:35,59.3833,143.3,-21.73,76,100,26.51
566,Dawlatabad,AF,2021-02-03 20:04:35,36.4141,64.9053,44.82,68,0,5.03
567,Rayong,TH,2021-02-03 20:04:35,12.8333,101.4333,75.99,95,84,1.81
568,Supe,PE,2021-02-03 20:04:35,-10.8,-77.7333,75.04,64,12,9.35
569,La Montanita,CO,2021-02-03 20:04:35,1.4766,-75.4398,88.95,52,99,3.0
570,Hennenman,ZA,2021-02-03 20:04:35,-27.9765,27.0242,64.99,94,100,6.15
571,Misratah,LY,2021-02-03 20:04:35,32.3754,15.0925,59.76,78,0,5.39
572,Rey Bouba,CM,2021-02-03 20:04:35,8.6724,14.1786,83.64,14,0,5.19
573,Ola,RU,2021-02-03 20:04:35,59.5833,151.2833,-3.86,84,87,17.58
574,Adrar,MR,2021-02-03 20:04:36,20.5022,-10.0711,70.07,22,0,4.0
575,Lake City,US,2021-02-03 20:04:36,30.1897,-82.6393,57.99,32,1,9.22
576,Beitbridge,ZW,2021-02-03 20:04:36,-22.2167,30.0,77.31,72,42,10.56
577,Arlington,US,2021-02-03 20:02:05,32.7357,-97.1081,69.01,45,1,11.5
578,Oistins,BB,2021-02-03 20:02:05,13.0667,-59.5333,84.2,61,40,25.32
579,Ossora,RU,2021-02-03 20:04:36,59.2353,163.0719,22.93,91,59,17.16
580,Yangmei,CN,2021-02-03 20:04:36,24.1023,112.5618,57.07,77,6,1.45
581,Marsaxlokk,MT,2021-02-03 20:00:25,35.8419,14.5431,57.99,94,75,3.44
582,Morden,CA,2021-02-03 20:04:36,49.1919,-98.1014,28.4,80,100,8.05
583,Batagay,RU,2021-02-03 20:04:37,67.6333,134.6333,-46.55,73,0,1.28
584,Mackay,AU,2021-02-03 20:02:29,-21.15,149.2,73.4,94,40,9.22
585,College,US,2021-02-03 20:04:37,64.8569,-147.8028,-11.2,64,75,5.75
586,Port-Cartier,CA,2021-02-03 20:04:37,50.0334,-66.8654,28.4,93,100,14.97
587,Sao Filipe,CV,2021-02-03 20:04:37,14.8961,-24.4956,72.63,76,62,9.66
588,Camana,PE,2021-02-03 20:04:37,-16.6228,-72.7111,73.99,67,100,7.47
589,Geraldton,AU,2021-02-03 20:04:07,-28.7667,114.6,71.6,64,40,21.85
